title,donor/recipient
Telimele Integrated Rural Development,OPEC/Guinea
television transmitter equipment,United States/Mexico
Television spots on child rearing and safety,AFESD/Global
television equipment,United States/Peru
Television Broadcasting Equipment,United States/Cyprus
Telephone System Expansion Project,IBRD/Philippines
Telephone system equipment,United States/Pakistan
Telephone Switching Equipment,United States/Mexico
Telephone Switching Equipment,United States/Indonesia
Telephone Switching Equipment,United States/Trinidad & Tobago
Telephone Switching Equipment,United States/India
Telephone Switching Equipment,United States/China
Telephone Switching Equipment,United States/Indonesia
Telephone Switching Equipment,United States/China
Telephones,CDB/St. Kitts & Nevis
Telephone operator terminals,United States/Mexico
Telephone Network Equipment and Services,United States/Mexico
Telephone Network Equipment and Services,United States/Mexico
Telephone Expansion Project,United States/Israel
Telephone Equipment Exports,IADB/Brazil
Telephone Equipment,United States/Nauru
Telephone Cable Plant,United States/Nigeria
Telephone and Telegraph installations,United States/Trinidad & Tobago
Tel-Energo,EBRD/Poland
Telemar Bond Guarantee,IADB/Brazil
Telellnk,EBRD/Bulgaria
Telelink,EBRD/Bulgaria
Telekomunikacja Polska S.A.,EBRD/Poland
Telekom Srpske,EBRD/Bosnia-Herzegovina
TelefÃ_nica MÃ_viles Colombia S.A.,IADB/Colombia
Telefonia Celular del Norted S.A. de C.V. Motorola Inc. - Grounding System and Coaxial Cable,United States/Mexico
Telef=nica Celular de Bolivia S.A,IFC/Bolivia
Telecomunicaciones Movilnet,IFC/Venezuela
Telecom Technology Ltd.,IFC/Tajikistan
Telecommunications Technical Assistance Project,IBRD/Mexico
Telecommunications Technical Assistance Project,IBRD/Philippines
Telecommunications Technical Assistance Project,IBRD/Indonesia
Telecommunications System Improvements,IADB/Uruguay
Telecommunications System,IADB/Bolivia
Telecommunications System,IADB/Honduras
Telecommunications System,IADB/Honduras
Telecommunications System,IADB/Nicaragua
Telecommunications (Supplementary),AFDB/Guinea
Telecommunications Sector Upgrading and Support Project,AFDB/Algeria
Telecommunications Sector,Kuwait/Kyrgyz Republic
Telecommunications (Second Tranche) Project (05),IDA/Ethiopia
Telecommunications Satellites,United States/Mexico
Telecommunications Satellites,United States/Brazil
Telecommunications Restructuring and Privatization,ASDB/Thailand
Telecommunications Rehabilitation Project (02),IDA/Uganda
Telecommunications Rehabilitation,AFDB/Zambia
Telecommunications Project (Phase II),AFDB/Botswana
Telecommunications - project management review,EBRD/Romania
Telecommunications Project (06),IDA/Ethiopia
Telecommunications Project (05),IBRD/Pakistan
Telecommunications Project (05),IBRD/Costa Rica
Telecommunications Project (05),IDA/Nepal
Telecommunications Project (05),IDA/India
Telecommunications Project (05),IDA/Ethiopia
Telecommunications Project (04),IBRD/Ethiopia
Telecommunications Project (04),IBRD/Colombia
Telecommunications Project (04),IBRD/Costa Rica
Telecommunications Project (04),IDA/Nepal
Telecommunications Project (04),IBRD/Thailand
Telecommunications Project (04),IDA/India
Telecommunications Project (03),IBRD/Papua New Guinea
Telecommunications Project (03),IDA/Burkina Faso
Telecommunications Project (03),IBRD/Ethiopia
Telecommunications Project (03),IBRD/Indonesia
Technical Assistance Project,IBRD/Tunisia
Institutional support to Lake Chad Development Company (an Agriculturalist).,BADEA/Chad
Institutional Support to International Trade Research and Training Center for Asia and Pacific Region,ASDB/China
Institutional Support to Improve the Situation of Women,AFDF/Djibouti
Institutional Support to High Commission for the Management of Niger River,BADEA/Niger
Institutional Support to Four Ministeries (Grant),AFDF/Burkina Faso
Institutional Support to Ethiopian Valleys Development Authority (EVDSA) (Grant),AFDF/Ethiopia
Institutional Support to Department of Irrigation,ASDB/Nepal
Institutional Support to Civil Aviation (Grant),AFDF/Guinea-Bissau
Institutional Support to Civil Aviation,AFDF/Guinea-Bissau
Institutional Support to Central Agencies for the Comprehensive Reform Program (Phase III),ASDB/Vanuatu
Institutional Support to Central Agencies for the Comprehensive Reform Program (Phase II),ASDB/Vanuatu
Institutional Support to Central Agencies for the Comprehensive Reform Program,ASDB/Vanuatu
Institutional Support to Agriculture Promotion Bank,ASDB/Laos
Institutional Support Project to Strengthen the Public Financial Management and the Energy Sectors (Grant),AFDF/Sierra Leone
Institutional Support Project for Governance and Poverty Reduction,AFDF/Ghana
Institutional Support Project for Good Governance,AFDF/Uganda
Institutional Support Project for Good Governance,AFDF/Tanzania
Institutional Support Project,AFDF/Zambia
Institutional Support Project,AFDF/Gambia
Institutional Support Programme to National Planning and Statistics Departments (Grant),AFDF/Djibouti
Institutional Support of the Financial Sector Adjustment Company (FINSAC),IADB/Jamaica
Institutional Support in the Transport Sector,ASDB/Kyrgyz Republic
Institutional Support in the Field of Roads and Bridges to the General Administration of Roads,BADEA/Burkina Faso
Institutional Support in the Agricultural Sector (Grant),AFDF/Swaziland
Institutional Support (Genie Rural) (Grant),AFDF/Mali
Institutional Support (Genie Rural),AFDF/Mali
Institutional Support For Zanzibar Institute Of Finance,BADEA/Tanzania
Institutional Support for Water Agency,IADB/Dominican Republic
Institutional Support for University,IADB/Dominican Republic
Institutional Support for the Trade Regime,ASDB/Pakistan
Institutional Support for the Specialized Center for Special Needs - Ras Al Khaimah,AFESD/United Arab Emirates
Institutional Support for the Schools of the Social Welfare Institutions,AFESD/Lebanon
Institutional Support for the Permanent Secretariat of the National Committee for Early Warning and Management of Catastrophes,BADEA/Niger
Institutional Support for The National Laboratory of Public Health,BADEA/Burkina Faso
Institutional Support for the National Agricultural Policy Center,AFESD/Syria
Institutional support for the Ministry of Transport and Communication,BADEA/Zimbabwe
Institutional Support for the Ministry of Planning (Grant),AFDF/Togo
Institutional Support for the Ministry of Mineral Resources and Water Affairs,BADEA/Botswana
Institutional Support for the Ministry of Finance and Economy,BADEA/Niger
Institutional Support for the Ministry of Development and Environment,AFESD/Mauritania
Institutional Support for the Ministry of Agriculture,BADEA/Gambia
Institutional Support for the Ministry of Agriculture,BADEA/Gambia
Institutional Support for the Ministries of Planning and Finance,AFDF/Cape Verde
Institutional support for the Meterological Department,BADEA/Tanzania
Institutional Support for the Legislative Branch,IADB/Peru
Institutional Support For The Institute Of Sciences And Technology Of Abeche,BADEA/Chad
Institutional Support for the Implementation of the Food Security Special Programme (FSSP),BADEA/Burkina Faso
Institutional Support for the Implementation of the Food Security Special Programme (FSSP),BADEA/Niger
Institutional Support for the Higher Institute of Science and Technology in Abachy Town,BADEA/Chad
Institutional Support for the follow-up Unit of Implementation of the 6th Program at the Office of the President of the Republic,BADEA/Niger
Institutional Support for the Emirates Center for Special Needs,AFESD/United Arab Emirates
Institutional Support for Telecommunications Development,ASDB/India
Institutional Support for Sustainable Agricultural Development,ASDB/Uzbekistan
Institutional Support for Solomon Islands Electric Authority,ASDB/Solomon Islands
Institutional Support for Sierra Leone Standards Bureau,BADEA/Sierra Leone
Institutional Support for Rashid Center for Child Welfare-Dubai,AFESD/United Arab Emirates
Institutional Support for Railway Reforms,ASDB/Bangladesh
Institutional Support for Public Sector Reform,AFDF/Mozambique
Institutional Support for Project Implementation,ASDB/Nepal
Institutional Support for Procurement and Disbursements,ASDB/Mongolia
Institutional Support for Procurement and Disbursement,ASDB/Kyrgyz Republic
Institutional Support for Planning,IADB/Dominican Republic
Institutional Support for National Institute of Agricultural Research,BADEA/Eritrea
Institutional Support for National Economic Policy Management,ASDB/Cambodia
Institutional Support for Ministry of Agriculture,IADB/El Salvador
Institutional Support for Local Government and Decentralization (Phase I),ASDB/Mongolia
Institutional Support for Hospital,IADB/Suriname
Institutional Support for Health Services,IADB/Guatemala
Institutional Support for Health Ministry,IADB/Guyana
Institutional Support for Governance Reforms,ASDB/Nepal
Institutional support for Governance,AFDF/Liberia
Institutional Support for Good Governance),AFDF/Kenya
Institutional Support for Forestry Agency,IADB/Honduras
Institutional Support for Fishing Enterprise,IADB/Guyana
Institutional Support for Fisheries Agency,IADB/Barbados
Institutional Support for Farm Settlement Program,IADB/Paraguay
Institutional Support for Farm Cooperatives,IADB/Panama
Institutional Support for External Aid Management Project,AFDF/Uganda
Institutional Support for Education Agency ,IADB/Costa Rica
Institutional Support for Education Agencies,IADB/Paraguay
Institutional Support for Economic and Financial Management Program,AFDF/Eritrea
Institutional Support for Distribution Planning and Commercial Operations in NEA,ASDB/Nepal
Institutional Support for Development of Women's Capabilities,AFESD/Sudan
Institutional Support for Cooperatives,IADB/Nicaragua
Institutional Support for Cooperatives,IADB/Nicaragua
Institutional Support for Cooperative,IADB/Nicaragua
Education Sector Reinforcement Project,IDA/Madagascar
Education Sector Reforms,ASDB/Thailand
Education Sector Reform Program Project,IBRD/Morocco
Education Sector Reform and Development,ASDB/Tuvalu
Education Sector Reform,ASDF/Tajikistan
Education Sector Reform,ASDB/Mongolia
Education Sector Project II,ASDB/Samoa
Education Sector Project (02),IDA/Gambia
Education Sector Project,IDA/Rwanda
Education Sector Program (Subprogram III),ASDB/Nepal
Education Sector Program (Subprogram I),ASDF/Nepal
Education Sector Program Iâ€“Capacity Development,ASDB/Nepal
Education Sector Master Plan,ASDB/Tuvalu
Education Sector Loan Project (02),IBRD/Korea
Education Sector Institutional Support Project,AFDF/Cape Verde
Education Sector II,ASDB/Samoa
Education Sector Enhancement Program,IADB/Barbados
Education Sector Enhancement,CDB/Barbados
Education Sector Development Strategy,ASDB/Kazakhstan
Education Sector Development Project (01),IDA/Burundi
Education Sector Development Project,IDA/Lesotho
Education Sector Development Project,IBRD/Mauritius
Education Sector Development Project,ASDB/Kyrgyz Republic
Education Sector Development Project,ASDB/Mongolia
Education Sector Development Program - Project Loan,ASDF/Cambodia
Education Sector Development Program - Project Loan,ASDB/Uzbekistan
Education Sector Development Program - Program Loan,ASDF/Cambodia
Education Sector Development Program - Program Loan,ASDB/Uzbekistan
Education Sector Development Program I,ASDB/Nepal
Education Sector Development Program,AFDF/Eritrea
Education Sector Development Program,ASDB/Sri Lanka
Education Sector Development Program,ASDB/Mongolia
Education Sector Development Program,ASDB/Kyrgyz Republic
Education Sector Development Program,ASDB/Cambodia
Education Sector Development Program,ASDB/Philippines
Education Sector Development Policy and Strategy,ASDB/Nepal
Education Sector Development Plan,ASDB/Laos
Education Sector Development,OPEC/Kyrgyz Republic
Education Sector Credit Project (02),IDA/Malawi
Education Sector Consolidation Project,IDA/Mali
Education Sector Adjustment Project (02),IDA/Ghana
Education Sector Adjustment Credit Project (01),IDA/Ghana
Education Sector Adjustment Credit Project (01),IDA/Kenya
Education Sector Adjustment Credit Project,IDA/Guinea
Education Sector,ASDF/Samoa
Education Sector,ASDB/Samoa
Education / School Support Chile in Haiti ,Chile/Haiti
Education / San Carlos University Teaching Update ,Chile/Guatemala
Education Resources Study,ASDB/Papua New Guinea
Education Research,IADB/Ecuador
Education Rehabilitation Project,IDA/Somalia
Education Rehabilitation Project,IDA/Chad
Education Rehabilitation Project,IDA/Zambia
Education Regulatory Reform and Governance for Decentralization,ASDB/Cambodia
Education Reform (Stage II),IADB/Guatemala
Education Reforms,IADB/Guatemala
Education Reform Program (Second Stage),IADB/Bolivia
Provincial Primary Health Care Reform,IADB/Argentina
Provincial Power Supply,ASDF/Cambodia
Provincial Power Distribution Project,IBRD/Thailand
Provincial Mini-Hydropower,ASDB/Papua New Guinea
Provincial Legislation on Environmental Protection and Natural Resources Conservation,ASDB/China
Provincial Irrigation Development Project (02),IBRD/Indonesia
Provincial Irrigated Agriculture Development Project,IBRD/Indonesia
Provincial Highways,ASDF/Pakistan
Provincial Highway Project,NDF/Pakistan
Provincial Highway Network Planning,ASDB/China
Provincial Health Project,IBRD/Indonesia
Provincial Grid Integration Project,IDA/Laos
Provincial Electric Energy Program,IADB/Argentina
Provincial Development Strategy of Selected Provinces in Northwestern Region,ASDB/China
Provincial Development Strategies for Selected Provinces in the Central Region,ASDB/China
Provincial Development Project,IBRD/Argentina
Provincial Development Planning in the Central Highlands,ASDB/Viet Nam
PROVINCIAL CITIES WATER SUPPLY PROJECT,ASDB/Philippines
Provincial Cities Water Supply Project,IBRD/Philippines
Provincial Cities Water Supply,ASDB/Korea
Provincial Boundary Project,IADB/Bolivia
Provincial Banks Privatization,IADB/Argentina
Provincial and Small Towns Water Supply,ASDB/Myanmar
Provincial and County Roads Project,IBRD/Korea
Provincial Agricultural Services,IADB/Argentina
Province of ManabÃ_â€™s Water Transfer Systems Project,CAF/Ecuador
providing support goods for the Palestinian camp in Badawi,Hungary/Palestinian Adm. Areas
providing support goods for the Palestinian camp in Badawi,Hungary/Palestinian Adm. Areas
Providing schools with school materials in the Paktika Province,Poland/Afghanistan
Providing potable water for Bethlehem,AFESD/Palestinian Adm. Areas
Providing inhabitants of the Paktika Province with gardening tools for plant and vegetable cultivation,Poland/Afghanistan
Providing Credit to Underserved Rural Communities,IADB/Ecuador
Providing children from Paktika and Ghazni provinces with school kits and materials (Polish Military Contingent in Afghanistan),Poland/Afghanistan
Provide venture capital to small and medium sized companies that have growth potential in Central and Eastern Europe,IFC/Global
Provide term loan for onlending to infrastructure projects,IFC/Philippines
Provide term funding to leasing company,IFC/Turkey
Provide term financing to a small,IFC/Turkey
Provide term financing for private,IFC/Peru
Provide term and subordinated loans to a wholly owned subsidiary of Korea Development Leasing Company to finance cross-border leases in East and Southeast Asia,IFC/Global
Provide subordinated loan facility to commercial bank to finance growth and improve competitive position,IFC/Poland
Provide specialized computer services to medical aid societies,IFC/South Africa
Provide SMEs with this much-needed alternative to traditional bank financing.,IFC/Lebanon
Provide small flower farmers with plants and extension services,IFC/Uganda
